Raw Organic Plant Protein - Vanilla (22 oz. / 20 Servings),Item # : GU-7030/1799055,$35.99,($1.79/serving),Garden of Life,"Raw Organic Protein Blend: Organic Pea Protein, Organic Sprouted Brown Rice Protein, Organic Amaranth Sprout, Organic Buckwheat Sprout, Organic Millet Sprout, Organic Cracked Wall Chlorella, Organic Quinoa Sprout, Organic Chia Seed Sprout, Organic Garbanzo Bean Sprout, Organic Lentil Sprout, Organic Adzuki Bean Sprout, Organic Flax Seed Sprout, Organic Sunflower Seed Sprout, Organic Pumpkin Seed Sprout, Organic Sesame Seed Sprout, Organic Flavor Blend: Organic Erythritol, Organic Vanilla Flavors, Organic Stevia Extract Leaf, Sea Salt, Organic Guar Gum, Organic Carob Bean Gum, Raw Probiotic & Enzyme Blend: Lipase, Protease, Aspergillopepsin, beta-Glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Hemicellulase, Xylanase",4.5 / 5.0,132 Reviews,Yes (46),No (10),,Powder,110 
Raw Meal Organic Shake & Meal Replacement - Chocolate Cacao (34.8 oz. / 28 Servings),Item # : GU-7029/1799048,$45.49,($1.62/serving),Garden of Life,"Organic RAW Sprouted Protein Blend: Organic Sprouted Brown Rice Protein, Organic Moringa (leaf), Organic Amaranth (sprout), Organic Buckwheat (sprout), Organic Millet (pearl & sprout), Organic Quinoa (sprout), Organic Chia Seed (sprout), OrganicAdzuki Bean (sprout), Organic Flax Seed (sprout), Organic Garbanzo Bean (sprout), Organic Lentil (sprout), Organic Pumpkin Seed (sprout), Organic Sesame Seed (sprout), Organic Sunflower Seed (sprout) Organic RAW Fiber Blend: Organic Flax Meal, Organic Chia Seed Organic Flavor Blend: Organic RAW Cacao, Organic Chocolate Flavor, Organic Erythritol, Organic Stevia Extract (leaf), Sea Salt Organic RAW Fruit & Vegetable Blend: Organic Spinach (leaf), Organic Baobab (fruit), Organic Apple (fruit), Organic Beet (root), Organic Broccoli (stalk & flower), Organic Carrot (root), Organic Tomato (fruit), Organic Strawberry (fruit), Organ ic Tart Cherry (fruit), Organic Blackberry (fruit), Organic Green Bell Pepper (fruit), Organic Brussels Sprout (leaf), Organic Blueberry (fruit), Organic Ginger (root), Organic Garlic (bulb), Organic Green Onion (bulb), Organic Raspberry (fruit), Organic Parsley (leaf), Organic Cauliflower (flower & stem), Organic Red Cabbage (leaf), Organic Kale (leaf), Organic Cucumber (gourd), Organic Celery (stalk), Organic Asparagus (flower & stem) Organic RAW Greens Blend: Organic Spirulina, Organic Alfalfa Grass Juice, Organic Barley Grass Juice, Organic Oat Grass Juice, Organic Wheat Grass Juice RAW Probiotic & Enzyme Blend: Lipase, Protease, Aspergillopepsin, beta-Glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Xylanase, Hemicellulase, [Lactobacillus plantarum, Lactobacillus bulgaricus] (1.5 Billion/3 Billion CFU)",,,,,,Powder,120 
Vegan Pea Protein Isolate - Strawberry Mylk (2.14 Lbs. / 30 Servings),Item # : EHP0012/2214708,$39.99,($1.33/serving),Blessed,"Raw Activated Pea Protein Isolate (Sprouted), Natural Flavor, Sunflower Creamer (Sunflower Oil, Maltodextrin, d-Alpha Tocopherols), Inulin Fiber, Salt, Raw Strawberry Powder, Beet Juice Powder (Color), Vegetable Gums (Xanthan Gum, Guar Gum, Gum Acacia), Stevia Leaf Extract, Psyllium Seed Powder, Potassium Chloride.",,,,,,Powder,130 
Planta Plant Protein - Chocolate Caramel Candy Bar (1.76 Lbs. / 25 Servings),Item # : AMC0006/2216711,$49.99,($1.99/serving),Ambrosia Collective,"Pea Protein, Organic Brown Rice Protein, Natural Chocolate Caramel Candy Bar Flavor, Cocoa Powder, Organic Coconut Sugar, DiCalcium Malate, Gum Blend: (Xanthan Gum, Gum Acacia, Guar Gum), Sunflower Lecithin, Sucralose, Monk Fruit Extract, Iron Bisglycinate Chelate.",,,,,,Powder,110 
Vegan Pea Protein Isolate - S'mores (2.37 Lbs. / 30 Servings),Item # : EHP0014/2214724,$39.99,($1.33/serving),Blessed,"Raw Pea Protein Isolate (Sprouted), Natural Flavor, Cocoa (processed with alkali), Sunflower Creamer (Sunflower Oil, Maltodextrin, d-Alpha Tocopherols), Inulin Fiber, Vegetable Gums (Gum Acacia, Xanthan Gum), Salt, Stevia Leaf Extract, Psyllium Seed Powder.",,,,,,Powder,140 
Sport Organic Plant Based Protein - Vanilla (1 Lb. 12 oz. / 38 Servings),Item # : GU-1333/2103067,$39.89,($1.04/serving),Garden of Life,"Raw Pea Protein Isolate (Sprouted), Natural Flavor, Cocoa (processed with alkali), Sunflower Creamer (Sunflower Oil, Maltodextrin, d-Alpha Tocopherols), Inulin Fiber, Vegetable Gums (Gum Acacia, Xanthan Gum), Salt, Stevia Leaf Extract, Psyllium Seed Powder.",4.7 / 5.0,54 Reviews,Yes (17),No (1),,Powder,80 
Vegan Pea Protein Isolate - Vanilla Chai (2.24 Lbs. / 30 Servings),Item # : EHP0015/2214732,$39.99,($1.33/serving),Blessed,"Raw Pea Protein Isolate (Sprouted), Natural Flavor, Sunflower Creamer (Sunflower Oil, Maltodextrin, Brown Rice Syrup Solids, d-Alpha Tocopherol), Inulin Fiber, Vegetable Gums (Gum Acacia, Xanthan Gum), Stevia Leaf Extract, Salt, Psyllium Seed Powder, Cinnamon.",,,,,,Powder,140 
Vegan Pea Protein Isolate - Choc Coconut (2.14 Lbs. / 30 Servings),Item # : EHP0013/2214716,$39.99,($1.33/serving),Blessed,"Raw Pea Protein Isolate (Sprouted), Cocoa (processed with alkali), Natural Flavor, Sunflower Creamer (Sunflower Oil, Maltodextrin, Brown Rice Syrup Solids, d-Alpha Tocopherols), Inulin Fiber, Vegetable Gums (Gum Acacia, Xanthan Gum), Salt, Stevia Leaf Extract, Psyllium Seed Powder.",,,,,,Powder,140 
Select Vegan Pea & Brown Rice Protein - Chocolate Bliss (27 Servings),Item # : PES1039/2095883,$34.99,($1.29/serving),PEScience,"Pea Protein Concentrate, Brown Rice ProteinConcentrate, Natural Flavor, Cocoa Powder (alkali processed), Stevia Extract, Salt, Guar Gum",,,,,,Powder,110 
So Lean & So Clean Organic Plant-Based Superfood Protein - Chocolate (20 Servings),Item # : OOC1007/2157527,$30.39,($1.51/serving),Ora Organic,"Organic Cocoa, Natural Chocolate Flavor, Organic Brown Rice Syrup Solids, Natural Vanilla Flavor, Organic Monk Fruit Extract, Organic Stevia Extract.",,,,,,Powder,130 
Vegan Pea Protein Isolate - Salted Caramel (2.22 Lbs. / 30 Servings),Item # : EHP0016/2214757,$39.99,($1.33/serving),Blessed,"Raw Pea Protein Isolate (Sprouted), Natural Flavor, Sunflower Creamer (Sunflower Oil, Maltodextrin, Brown Rice Syrup Solids, d-Alpha Tocopherols), Inulin Fiber, Vegetable Gums (Gum Acacia, Xanthan Gum), Stevia Leaf Extract, Cocoa (processed with alkali), Salt, Psyllium Seed Powder, Annatto Powder (Color).",,,,,,Powder,130 
Sport Organic Plant Based Protein - Chocolate (1 Lbs. 14 oz. / 38 Servings),Item # : GU-1334/2103075,$39.89,($1.04/serving),Garden of Life,"Raw Pea Protein Isolate (Sprouted), Natural Flavor, Sunflower Creamer (Sunflower Oil, Maltodextrin, Brown Rice Syrup Solids, d-Alpha Tocopherols), Inulin Fiber, Vegetable Gums (Gum Acacia, Xanthan Gum), Stevia Leaf Extract, Cocoa (processed with alkali), Salt, Psyllium Seed Powder, Annatto Powder (Color).",,,,,,Powder,85 
Spiru-Tein Soy Protein with Spirulina - Vanilla (32 Servings),Item # : NT-1611/1233152,$39.27,($1.22/serving),Natures Plus,"Non-gmo isolated soy protein, fructose, maltodextrin, tri-calcium phosphate, natural vanilla flavor, potassium citrate, magnesium oxide, guar gum, psyllium, oat bran, microcrystalline cellulose, spirulina, vitamin C, vitamin E acetate, choline bitartrate, inositol, apple pectin, bee pollen, niacinamide, vitamin A palmitate, zinc oxide, manganese sulfate, ferrous fumarate, calcium pantothenate, lecithin, lemon bioflavonoids, papaya, bromelain, chlorophyll, pyridoxine hcl, riboflavin, thiamine hcl, vitamin B12, vitamin D, folic acid, biotin, potassium iodide, chromium chloride, sodium selenite, sodium molybdate...and Love",,,,,,Powder,99 
Vegan Plant-Based Protein - Cookies & Cream (2 Lbs. / 30 Servings),Item # : WBE0013/2196905,$44.99,($1.49/serving),Women's Best,"Pea Protein Isolate, Rice Protein Concentrate, Natural Flavor, Carob Germ Flour Protein, Sea Salt, Low-Fat Cocoa Powder, Tricalcium Phosphate, Sucralose, Steviol Glycosides.",4.5 / 5.0,6 Reviews,Yes (4),,,Powder,120 
Organic Plant-Based Vegan Protein - Creamy Chocolate Fudge (20 Servings),Item # : O4-1012/1991868,$36.99,($1.84/serving),Orgain,"Orgain Organic Protein Blend ™ (Organic Pea Protein, Organic Brown Rice Protein, Organic Chia Seed), Orgain Organic Creamer Base ™ (Organic Acacia Gum, Organic High Oleic Sunflower Oil, Organic Inulin, Organic Rice Dextrins, Organic Rice Bran Extract, Organic Rosemary Extract), Organic Erythritol, Organic Natural Flavors, Organic Alkalized Cocoa, Natural Flavor, Sea Salt, Organic Acacia Gum, Organic Guar Gum, Organic Stevia, Xanthan Gum",,,,,,Powder,150 
So Lean & So Clean Organic Plant-Based Superfood Protein - Vanilla (20 Servings),Item # : OOC1006/2157519,$30.39,($1.51/serving),Ora Organic,"Organic Brown Rice Syrup Solids, Natural Vanilla Flavor, Organic Monk Fruit Extract, Organic Stevia Extract. Contains Coconut.",4.2 / 5.0,33 Reviews,Yes (4),No (1),,Powder,120 
Warrior Blend Organic Non-GMO Plant-Based Vegan Protein- Natural (30 Servings),Item # : W4-1042/2123677,$31.99,($1.06/serving),SunWarrior,Organic Whole Ground Coconut,,,,,,Powder,100 
Select Vegan Pea & Brown Rice Protein - Vanilla Indulgence (27 Servings),Item # : PES1038/2095867,$34.99,($1.29/serving),PEScience,"Pea Protein Concentrate, Brown Rice Protein Concentrate, Natural Flavor, Stevia Extract, Guar Gum, Salt",,,,,,Powder,100 
Sport Premium Plant Based Protein Helps Build Muscle & Supports Recovery - Vanilla (1.13 Lbs. / 20 Servings),Item # : EQ-1142/2057909,$44.99,($2.24/serving),Vega,"Pea Protein, Cocoa Powder, Organic Pumpkin Seed Protein, Organic Sunflower Seed Protein, Alfalfa Protein, Tart Cherry, Probiotics (Bacillus Coagulans [Provides 1 Billion CFU/Serving]), Bromelain, Tumeric Extract, Black Pepper Extract. Contains less than 2% of: Beetroot Powder (for color), Sea Salt, Natural Caramel Flavor, Natural Vanilla Flavor, Stevia Extract, Xanthan Gum.",3.7 / 5.0,21 Reviews,Yes (12),No (7),,Powder,150 
Raw Organic Plant Protein - Chocolate (1 Lb. 7.28 oz. / 20 Servings),Item # : GU-7031/1799063,$35.99,($1.79/serving),Garden of Life,"RAW ORGANIC PROTEIN BLEND: Organic Pea Protein, Organic Sprouted Brown Rice Protein, Organic Amaranth Sprout, Organic Buckwheat Sprout, Organic Millet Sprout, Organic Cracked Wall Chlorella, Organic Quinoa Sprout, Organic Chia Seed Sprout, Organic Garbanzo Bean Sprout, Organic Lentil Sprout, Organic Adzuki Bean Sprout, Organic Flax Seed Sprout, Organic Sunflower Seed Sprout, Organic Pumpkin Seed Sprout, Organic Sesame Seed Sprout, ORGANIC FLAVOR BLEND: Organic Erythritol, Organic Vanilla Flavors, Organic Stevia Extract Leaf, Sea Salt, Organic Guar Gum, Organic Carob Bean Gum, RAW PROBIOTIC & ENZYME BLEND: Lipase, Protease, Aspergillopepsin, beta-Glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Hemicellulase, Xylanase, OTHER INGREDIENTS: RAW natural chocolate flavor, RAW organic cacao, RAW organic stevia (leaf), RAW natural vanilla fla vor, Brewer's years (Saccharomyces cerevisiae), Lactobacillus bulgaricus, Natto. Contains (fermented) soy.",4.2 / 5.0,97 Reviews,Yes (28),No (17),,Powder,110 
Warrior Blend Organic Non-GMO Plant-Based Vegan Protein - Vanilla (15 Servings),Item # : W4-1044/2123867,$19.19,($1.27/serving),SunWarrior,"Organic Vanilla Flavor, Organic Guar Gum, Sea Salt, Organic Stevia Extract, Organic Whole Ground Coconut.",4.9 / 5.0,7 Reviews,Yes (4),,,Powder,100 
Meal Replacement Plant Protein - Chocolate (28 Servings),Item # : VS-3332/2022556,$39.99,($1.42/serving),plnt,"Plant protein blend (pea protein isolate, organic amaranth, organic quinoa seed protein, chlorella protein, cranberry seed protein), plant energy blend (organic oat bran, organic quinoa, organic buckwheat, organic millet, organic amaranth, organic chia, broccoli floret, watercress, kale, mustard plant, cabbage), fiber/antioxidant blend (organic acacia gum, organic beet powder, plum fruit extract, strawberry juice powder, noni fruit powder, pineapple juice powder, guava juice powder, organic apple powder, orange juice powder, raspberry juice powder, mango juice powder, acai juice powder, cupuacu juice powder, camu camu fruit extract, green tea extract, watermelon juice powder, organic hawthorne berry extract, grape seed extract, grape skin extract, elderberry fruit powder, organic goji extract, bilberry extract, protease, amylase, cellulase, lactase, lipase, AuroraBl ue blueberry powder), cocoa processed with alkali, digestive blend (fructo-oligosaccharides (inulin), bacillus coagulans, bromelain, alpha-galactosidase), plant essential fatty acid blend (flax seed powder, organic sacha inchi seed, organic chia seed, organic hemp seed), natural flavors, contains 2% or less of , sea salt, stevia leaf extract, leucine, isoleucine, valine, glutamine, glycine, xanthan gum, fermented whole food blend (organic fermented mushroom blend [reishi, shiitake, maitake], organic fermented vegetable blend [tomato, kale, carrot, spinach, pepper], organic fermented fruit blend [raspberry, black currant, apple, strawberry, blueberry], organic fermented sprout blend [amaranth, millet, quinoa], organic fermented spice blend [cinnamon, allspice, clove], essential glyconutrient blend [ribose, glucose, xylose]), monk fruit extract.",4.4 / 5.0,28 Reviews,Yes (21),No (2),,Powder,130 
Sport Premium Plant Based Protein Helps Build Muscle & Supports Recovery - Chocolate (1.14 Lbs. / 20 Servings),Item # : EQ-1143/2057917,$44.99,($2.36/serving),Vega,"Pea Protein, Cocoa Powder, Organic Pumpkin Seed Protein, Organic Sunflower Seed Protein, Alfalfa Protein, Tart Cherry, Probiotics (Bacillus Coagulans [Provides 1 Billion CFU/Serving]), Bromelain, Tumeric Extract, Black Pepper Extract. Contains less than 2% of: Beetroot Powder (for color), Sea Salt, Natural Chocolate Flavor, Natural Vanilla Flavor, Natural Caramel Flavor, Stevia Extract, Xanthan Gum.",4.2 / 5.0,18 Reviews,Yes (12),No (3),,Powder,160 
Keto Friendly Plant-Based Collagen with Hyaluronic Acid and Biotin - Tahitian Vanilla (17.6 oz. / 20 Servings),Item # : W4-2306/2177749,$30.39,($1.51/serving),SunWarrior,"Proprietary Beauty Blend (Organic Pea Protein, Organic Brown Rice Peptides, Organic Sea Buckthorn Powder, Organic Spinach Powder,Organic Amla, Hyaluronic Acid, Organic Bamboo Shoots, Organic Spirulina,Organic Sesbania), Organic Vanilla Flavor, Organic Guar Gum, Organic Soluble Rice Bran, Sea Salt, Organic Stevia Extract (Steviol Glycosides), Organic Green Banana Flour, Organic Powdered Mct Oil ( Organic Coconut Oil, Organic Acacia Gum), Organic Monkfruit Extract, Trace Minerals, Contains Coconut.",3.4 / 5.0,8 Reviews,Yes (4),No (2),,Powder,90 
Vegan Plant-Based Protein - Chocolate (2 Lbs. / 30 Servings),Item # : WBE0014/2196913,$44.99,($1.49/serving),Women's Best,"Pea Protein Isolate, Cocoa Powder, Rice Protein Concentrate, Natural Flavor, Sea Salt Tricalcium Phosphate, Steviol Glycosides, Sucralose.",4.4 / 5.0,9 Reviews,Yes (6),No (1),,Powder,120 
Organic Plant-Based Vegan Protein - Chocolate Peanut Butter (20 Servings),Item # : O4-1056/2152155,$36.99,($1.84/serving),Orgain,"Orgain Organic Protein Blend ™ (Organic Pea Protein, Organic Brown Rice Protein, Organic Chia Seed), Orgain Organic Creamer Base ™ (Organic Acacia Gum, Organic High Oleic Sunflower Oil, Organic Inulin, Organic Rice Dextrins, Organic Rice Bran Extract, Organic Rosemary Extract), Organic Deafatted Peanut Flour,Organic Erythritol, Organic Natural Flavors, Organic Alkalized Cocoa,Natural Flavor, Potassium Chloride, Sea Salt, Organic Acacia Gum, Organic Organic Guar Gum, Organic Stevia, Xanthan Gum. CONTAINS PEANUTS",5.0 / 5.0,3 Reviews,Yes (2),,,Powder,150 
Planta Plant Protein - Peanut Butter and Jelly (1.76 Lbs. / 25 Servings),Item # : AMC0005/2212561,$49.99,($1.99/serving),Ambrosia Collective,"Organic Pea Protein, Organic Rice Protein, Peanut Flour, Freeze Dried Strawberry Pieces (fragaria ananassa), Natural Peanut Butter and Jelly Flavors, Organic Coconut Sugar, DiCalcium Malate, Gum Blend: (Xanthan Gum, Gum Acacia, Guar Gum), Monk Fruit, Sunflower Lecithin, Sucralose, Iron Bisglycinate Chelate.",4.0 / 5.0,1 Review,Yes (1),,,Powder,110 
Planta Plant Protein - Peanut Butter Cup (1.72 Lbs. / 25 Servings),Item # : AMC0003/2205383,$49.99,($1.99/serving),Ambrosia Collective,"Organic Pea Protein, Organic Brown Rice Protein, Peanut Flour, Cacao, Organic Coconut Sugar, Gum Blend: (Xanthan Gum, Gum Acacia, Guar Gum), Natural Peanut Butter Cup Flavor, Sunflower Lecithin, Lohan Gua (fruit) Extract, Sucralose.",,,,,,Powder,110 
Planta Plant Protein - Sprinkle Cupcake (1.76 Lbs. / 25 Servings),Item # : AMC0002/2205375,$49.99,($1.99/serving),Ambrosia Collective,"Organic Pea Protein, Organic Brown Rice Protein, Vegetable Gum, Annotto Extract, Organic Maltodextrin, Citric Acid, Turmeric (color), Salt, Semolina**, Organic Coconut Sugar (in sprinkle), Gum Blend: (Xanthan Gum, Gum Acacia, Guar Gum), Natural Cupcake Flavor, Sunflower Lecithin, Sucralose, Lohan Gua (fruit) Extract. **Sprinkle Cupcake contains a trace amount of gluten from Semolina used in our natural sprinkles.",3.6 / 5.0,5 Reviews,No (3),Yes (1),,Powder,110 
Raw Organic Meal & Shake Replacement with 20g of Protein - Chocolate Cacao (1.2 Lbs. / 14 Servings),Item # : GU-1245/1951938,$24.49,($1.74/serving),Garden of Life,"Organic RAW Sprouted Protein Blend: Organic Sprouted Brown Rice Protein, Organic Moringa (leaf), Organic Amaranth (sprout), Organic Buckwheat (sprout), Organic Millet (pearl & sprout), Organic Quinoa (sprout), Organic Chia Seed (sprout), OrganicAdzuki Bean (sprout), Organic Flax Seed (sprout), Organic Garbanzo Bean (sprout), Organic Lentil (sprout), Organic Pumpkin Seed (sprout), Organic Sesame Seed (sprout), Organic Sunflower Seed (sprout) Organic RAW Fiber Blend: Organic Flax Meal, Organic Chia Seed Organic Flavor Blend: Organic RAW Cacao, Organic Chocolate Flavor, Organic Erythritol, Organic Stevia Extract (leaf), Sea Salt Organic RAW Fruit & Vegetable Blend: Organic Spinach (leaf), Organic Baobab (fruit), Organic Apple (fruit), Organic Beet (root), Organic Broccoli (stalk & flower), Organic Carrot (root), Organic Tomato (fruit), Organic Strawberry (fruit), Organ ic Tart Cherry (fruit), Organic Blackberry (fruit), Organic Green Bell Pepper (fruit), Organic Brussels Sprout (leaf), Organic Blueberry (fruit), Organic Ginger (root), Organic Garlic (bulb), Organic Green Onion (bulb), Organic Raspberry (fruit), Organic Parsley (leaf), Organic Cauliflower (flower & stem), Organic Red Cabbage (leaf), Organic Kale (leaf), Organic Cucumber (gourd), Organic Celery (stalk), Organic Asparagus (flower & stem) Organic RAW Greens Blend: Organic Spirulina, Organic Alfalfa Grass Juice, Organic Barley Grass Juice, Organic Oat Grass Juice, Organic Wheat Grass Juice RAW Probiotic & Enzyme Blend: Lipase, Protease, Aspergillopepsin, beta-Glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Xylanase, Hemicellulase, [Lactobacillus plantarum, Lactobacillus bulgaricus] (1.5 Billion/3 Billion CFU)",,,,,,Powder,120 
Organic Non-GMO All-In-One Plant Based Shake - Chocolate (17 Servings),Item # : EQ-3091/2153591,$49.26,($2.89/serving),Vega,"PEA PROTEIN*, COCOA POWDER* (PROCESSED WTIH ALKALI), VEGA ONE VEGGIES AND FRUITS BLEND* (CARROT JUICE POWDER*, SPINACH POWDER*, ACEROLA CHERRY JUICE POWDER*, CHARD POWDER*, KALE POWDER*, LETTUCE POWDER*, POMEGRANATE JUICE POWDER*, BLUEBERRY JUICE POWDER*, ACAI POWDER*), GOLDEN FLAXSEED*, PEA STARCH*, NATURAL FLAVORS, AGAVE INULIN POWDER*, QUINOA SPROUTS* (SPROUTED IN WATER WITH VITAMINS B1, B2, B3, B5, B6, AND B7), CHIA SEED POWDER*, MACA ROOT POWDER*, SUNFLOWER SEED PROTEIN*,PUMPKIN SEED PROTEIN*, SPIRULINA*, SACHA INCHI POWDER*, STEVIA EXTRACT*, PROBIOTICS (BACILLUS COAGULANS), SEA SALT, XANTHAN GUM, BROMELAIN, MUSHROOM POWDER*. *ORGANIC",,,,,,Powder,150 
